hindi word	english translation	type	gender	examples	image	audio	category	subcategory	is_translit
टीम	team	noun	masc	चलो टीम, तैयार हो जाओ|; Okay team, hands in.; वे टीम के लोग चर्चा कर रहे हैं|; The team is having a discussion.; टीम प्रयास; team effort; टीम खेल; team game; उसकी पसंदीदा टीम डालस काउबोय फुटबॉल टीम है|; Her favorite team is the Dallas Cowboys football team.	image_1879.jpeg	audio_1879.mp3	Recreation and Leisure	Sporting Event	
देखना	watch	verb		एक सूर्यास्त देखना; see a sunset; उन पर्यटकों ने सूर्यास्त देखा|; The tourists saw the sunset.; वे पर्यटक सूर्यास्त देख रहे हैं|; The tourists are watching the sunset.; टेलीविजन देखना; watch television; उस परिवार ने टेलीविजन देखा|; The family watched television.; वह परिवार टेलीविजन देखता है|; The family watches television.; चित्रपट देखना; watch a movie; बड़े परदे के टी वी पर चित्रपट देखना; watch a movie on a big screen TV; वह परिवार टेलीविजन देख रहा है|; The family is watching television.; प्रशंसक एक खेल देख रहे हैं|; The fans are watching a game.; खेल देखना; watch a game	image_1880.jpeg	audio_1880.mp3	Recreation and Leisure	Sporting Event	
खिलाड़ी	player	noun	masc	उस खिलाड़ी के पास बॉल है|; The player has the ball.; बास्केटबॉल का खिलाड़ी; basketball player; बेसबॉल का खिलाड़ी; baseball player	image_1881.jpeg	audio_1881.mp3	Recreation and Leisure	Sporting Event	
जीतना	win	verb		नंबर २११ दौड़ जीतता है|; Number 211 wins the race.; नंबर २११ दौड़ जीत रहा है|; Number 211 is winning the race.; नंबर २११ ने दौड़ जीती|; Number 211 won the race.; हम यह प्रतियोगिता जीतेंगे|; We are going to win this match.; वह आदमी दौड़ जीत गया|; The man won the race.; एक दौड़ जीतना; win a race	image_1882.jpeg	audio_1882.mp3	Recreation and Leisure	Sporting Event	
पेशेवर खिलाड़ी	professional athlete			ऊँची तनख्वाह पाने वाला पेशेवर खिलाड़ी; high-paid professional athlete; एक पेशेवर खिलाड़ी का कार्यरत जीवन बहुत कम अवधी का होता है|; The working life of a professional athlete lasts a very short time.	image_1883.jpeg	audio_1883.mp3	Recreation and Leisure	Sporting Event	
वर्ल्ड कप	World Cup	noun	masc	वर्ल्ड कप टीम; World Cup team	image_1884.jpeg	audio_1884.mp3	Recreation and Leisure	Sporting Event	
स्टेडियम	stadium	noun	masc	फ्रांस स्टेडियम में एक संगीत-समारोह है|; There is a concert at the France Stadium.; स्पोर्ट स्टेडियम; sports stadium; स्टेडियम की सीटें; stadium seats; इस खेल के लिए आये लोगों से स्टेडियम भरा है|; The stadium is full of the people for this game.	image_1885.jpeg	audio_1885.mp3	Recreation and Leisure	Sporting Event	
मैनेजर	manager	noun	masc	उस खेल के बाद मैनेजर को निकाल दिया गया|; The manager was fired after the season.; टीम का मैनेजर; team manager	image_1886.jpeg	audio_1886.mp3	Recreation and Leisure	Sporting Event	
पिंग पोंग	ping pong	noun	fem	वह नवयुवक तलघर में पिंग पोंग खेल रहा है|; The young man is playing ping pong in the basement.; पिंग पोंग खेलना; play ping pong	image_1887.jpeg	audio_1887.mp3	Recreation and Leisure	Sports Individual	
जिमनास्टिक	gymnastics	noun	masc	वह लड़की जिमनास्टिक कर रही है|; The girl is doing gymnastics.; ओलंपिक जिमनास्टिक; olympic gymnastics	image_1888.jpeg	audio_1888.mp3	Recreation and Leisure	Sports Individual	
आइस स्केटिंग	ice skating	noun	fem	बाहर आइस स्केटिंग करना; ice skating outdoors; वे लोग बाहर आइस स्केटिंग कर रहे हैं|; The people are ice skating outdoors.	image_1889.jpeg	audio_1889.mp3	Recreation and Leisure	Sports Individual	
स्कीइंग	skiing	noun	masc	क्षेत्र पार स्कीइंग; cross country skiing; वह आदमी और औरत क्षेत्रपार स्कीइंग कर रहे है|; The man and woman are cross country skiing.; वह स्कीइंग कर रहा है|; The skier is skiing.	image_1890.jpeg	audio_1890.mp3	Recreation and Leisure	Sports Individual	
ट्रैक फील्ड	track and field	noun	masc	ट्रैक फील्ड प्रतियोगिता; track and field event	image_1891.jpeg	audio_1891.mp3	Recreation and Leisure	Sports Individual	
टेनिस	tennis	noun	masc	वे युवा पुरुष टेनिस खेल रहे हैं|; The young men are playing tennis.; टेनिस के कोर्ट पर टेनिस खेलना; play tennis on a tennis court; टेनिस खेलना; play tennis; वह महिला टेनिस खेल रही है|; The woman is playing tennis.; वे महिलाएँ टेनिस खेल रही हैं|; The women are playing tennis.; टेनिस का मुकाबला; tennis match; टेनिस का कोर्ट; tennis court	image_1892.jpeg	audio_1892.mp3	Recreation and Leisure	Sports Individual	
बैडमिंटन	badminton	noun	masc	बैडमिंटन खेलना; play badminton; हर गर्मियों में मेरा परिवार हमारे पिछवाड़े में बैडमिंटन खेलता है|; My family plays badminton in our back yard every summer.	image_1893.jpeg	audio_1893.mp3	Recreation and Leisure	Sports Individual	
मैराथन	marathon	noun	masc	एक मैराथन में दौड़ना; run a marathon; वे खिलाड़ी  एक मैराथन में दौड़ रहे हैं|; The runners are running a marathon.; मैराथन रनर; marathon runners	image_1894.jpeg	audio_1894.mp3	Recreation and Leisure	Sports Individual	
गोल्फ	golf	noun	masc	गोल्फ खेलने वाले आदमी ने गेंद को छेद में डाला|; The golfer putts the ball into the hole.; गोल्फ खेलना; play golf; वह आदमी गोल्फ खेल रहा है|; The man is playing golf.; क्या आप गोल्फ खेलते हो?; Do you golf?	image_1895.jpeg	audio_1895.mp3	Recreation and Leisure	Sports Individual	
मुक्केबाजी	boxing	noun	masc	मुक्केबाजी का रिंग; boxing ring; वह आदमी मुक्केबाजी कला का अभ्यास कर रहा है|; The man is practicing his boxing skills.	image_1896.jpeg	audio_1896.mp3	Recreation and Leisure	Sports Individual	
ऑटो रेसिंग	auto racing			गाडियाँ तेज़ रफ़्तार से ऑटो  रेसिंग ट्रैक पर दौड़ती हैं|; Cars speed around the auto racing track.; रेसवाली गाड़ी ऑटो रेसिंग ट्रैक  पर है; racing car on an auto racing track; वह रेसवाली गाड़ी रेसिंग ट्रैक पर दौड रही है|; The race car is racing on the auto racing track.	image_1897.jpeg	audio_1897.mp3	Recreation and Leisure	Sports Individual	
दौड़ना	running	noun	masc	हृदय और फेफड़ों की शक्ति बढ़ाने के लिए दौड़ना एक बहुत उपयुक्त व्यायाम है|; Running is a great exercise to strengthen the heart and lungs.	image_1898.jpeg	audio_1898.mp3	Recreation and Leisure	Sports Individual	
साइकिल चलाना	cycling	noun	fem	साइकिल की प्रतियोगिता; cycling race; वे सवार साइकिल की प्रतियोगिता में मुकाबला कर रहे हैं|; The riders are competing in a cycling race.	image_1899.jpeg	audio_1899.mp3	Recreation and Leisure	Sports Individual	
मिक्स मार्शल आर्ट	mixed martial arts			मिक्स मार्शल आर्ट पूर्ण संपर्क और बहुत कम सुरक्षा नियम का खेल है|; Mixed martial arts is a full contact sport with very few safety rules.	image_1900.jpeg	audio_1900.mp3	Recreation and Leisure	Sports Individual	
तैराकी	swimming	noun	fem	तैराकी की प्रतियोगिता; swimming race	image_1901.jpeg	audio_1901.mp3	Recreation and Leisure	Sports Individual	
घुड़सवारी	horseback riding	noun	fem	घुड़सवारी का खेल; sport of horseback riding; वह महिला घुड़सवारी कर रही है|; The woman is horseback riding.	image_1902.jpeg	audio_1902.mp3	Recreation and Leisure	Sports Individual	
बेसबॉल	baseball	noun	masc	वे खिलाड़ी बेसबॉल खेल रहे हैं|; The players are playing baseball.; बेसबॉल खिलाड़ी; baseball player; वह आदमी बेसबॉल खेल रहा है|; The man is playing baseball.; बेसबॉल का मुकाबला; baseball game; बेसबॉल खेलना; play baseball	image_1903.jpeg	audio_1903.mp3	Recreation and Leisure	Sports Team	
वॉलीबॉल	volleyball	noun	masc	चलो समुद्रकिनारे वोलीबाल खेलें|; Let's play volleyball at the beach.; वोलीबाल खेलना; play volleyball; वह दल के लोग वोलीबाल खेल रहे हैं|; The teams are playing volleyball.	image_1904.jpeg	audio_1904.mp3	Recreation and Leisure	Sports Team	
बास्केटबॉल	basketball	noun	masc	वे लड़के-लड़कियाँ बास्केटबॉल खेल रहे हैं|; The boys and girls are playing basketball.; बास्केटबॉल खिलाड़ी; basketball player; वह आदमी बास्केटबॉल खेल रहा है|; The man is playing basketball.; बास्केटबॉल खेलना; play basketball	image_1905.jpeg	audio_1905.mp3	Recreation and Leisure	Sports Team	
सॉकर	soccer	noun	masc	वे खिलाड़ी साकर खेल रहे हैं|; The players are playing soccer.; साकर खेलना; play soccer; साकर दुनिया में सबसे प्रसिद्ध खेल है|; Soccer is the world's most popular sport.	image_1906.jpeg	audio_1906.mp3	Recreation and Leisure	Sports Team	
आइस हाकी	ice hockey	noun	masc	आइस हाकी खेलना; play ice hockey; वे खिलाड़ी आइस हाकी खेल रहे हैं|; The players are playing ice hockey.	image_1907.jpeg	audio_1907.mp3	Recreation and Leisure	Sports Team	
फुटबॉल	football	noun	masc	वे टीम के लोग फुटबॉल खेल रहे हैं|; The teams are playing football.; फुटबॉल को पकड़ना; catch a football; वे फुटबॉल के खिलाड़ी मैदान में खेल रहे हैं|; The football players are playing on the field.	image_1908.jpeg	audio_1908.mp3	Recreation and Leisure	Sports Team	
फुटबॉल	football	noun	masc		image_1909.jpeg	audio_1909.mp3	Recreation and Leisure	Sports Team	
पढ़ना	read	verb		टेलीविजन बंद करो और किताब पढ़ो|; Turn off the television, and read a book.; पत्रिका पढ़ना; read a magazine; वह लड़का पार्क में पुस्तक पढ़ रहा है|; The boy is reading a book in the park.; समाचारपत्र पढ़ना; read the newspaper	image_1910.jpeg	audio_1910.mp3	Recreation and Leisure	Studying a Language	
दुहराना	repeat	verb			image_1911.jpeg	audio_1911.mp3	Recreation and Leisure	Studying a Language	
क्रियापद	verb	noun	masc	क्रियापद का क्रियारूप; verb conjugation; अंग्रीजी बोलते समय एक क्रियापद का किस तरह क्रियारूप बनाते है?; How do I conjugate a verb when speaking English?	image_1912.jpeg	audio_1912.mp3	Recreation and Leisure	Studying a Language	
संज्ञा	noun	noun	fem	अंग्रेजी में संज्ञा एक व्यक्ती, स्थान या वस्तु होता है|; A noun is a person, place, or thing even in English.	image_1913.jpeg	audio_1913.mp3	Recreation and Leisure	Studying a Language	
विद्यार्थी	student	noun	masc	वह विश्वविद्यालय की विद्यार्थिनी है|; She is a university student.; विद्यार्थी एक कैफ़ेटेरिया में है|; students in a student cafeteria; विद्यार्थिनी; female student; अच्छा विद्यार्थी; good student	image_1914.jpeg	audio_1914.mp3	Recreation and Leisure	Studying a Language	
जोर से पढ़ना	read aloud			किसी को जोर से पढ़ कर सुनाना; read aloud to someone; जोर से पढ़ने से मुझे अंग्रेज़ी का अभ्यास करते समय मदद होती है|; It helps me to read aloud while studying English.	image_1915.jpeg	audio_1915.mp3	Recreation and Leisure	Studying a Language	
विशेषण	adjective	noun	masc	विशेषता बताने वाला विशेषण; qualifying adjective; अंग्रेजी बोलते या लिखते समय विशेषण एक संज्ञा की विशेषता बताता है|; An adjective qualifies a noun when speaking or writing English.	image_1916.jpeg	audio_1916.mp3	Recreation and Leisure	Studying a Language	
पाठ	lesson	noun	masc	वह प्राध्यापक एक पाठ पढ़ा रहा है|; The professor is teaching a lesson.	image_1917.jpeg	audio_1917.mp3	Recreation and Leisure	Studying a Language	
शिक्षिका	teacher	noun	masc	वह शिक्षिका कक्षा में बच्चों को पढ़ा रही है|; The teacher is teaching the kids in the classroom.; अंग्रेजी की शिक्षिका; English teacher; एक कक्षा में शिक्षिका; teacher in a classroom	image_1918.jpeg	audio_1918.mp3	Recreation and Leisure	Studying a Language	
अंग्रेज़ी	English	noun	masc	श्रीमान सुज़ुकी अंग्रेज़ी पढ़ाते है|; Mr. Suzuki teaches English.; क्या आप मेरे लिए अंग्रेज़ी से चीनी में अनुवाद कर सकते है?; Can you translate from English to Chinese for me?	image_1919.jpeg	audio_1919.mp3	Recreation and Leisure	Studying a Language	
गलत	incorrect	noun	masc	प्रश्न नंबर एक का आपका उत्तर गलत है|; Your answer to question one is incorrect.	image_1920.jpeg	audio_1920.mp3	Recreation and Leisure	Studying a Language	
सही	correct	noun	masc	वह सही है|; That is correct.	image_1921.jpeg	audio_1921.mp3	Recreation and Leisure	Studying a Language	
सीखना	learn	verb		उस लड़के ने सैक्सोफोन सीखा|; The boy learned the saxophone.; वह लड़का सैक्सोफोन सीखता है|; The boy learns the saxophone.; वह लड़का सैक्सोफोन सीख रहा है|; The boy is learning the saxophone.; विदेशी भाषा सीखना; learn a foreign language	image_1922.jpeg	audio_1922.mp3	Recreation and Leisure	Studying a Language	
भाषा	language	noun	masc	कोरियन आधिकारिक भाषा है|; Korean is the official language.; अंग्रेजी और फ्रेंच भाषा; English and French language; भाषा बोलना; speak the language	image_1923.jpeg	audio_1923.mp3	Recreation and Leisure	Studying a Language	
पढ़ाई करना	study	verb		वे उच्च माध्यमिक विद्यालय के विद्यार्थी पुस्तकालय में पढ़ाई कर रहे हैं|; The high school students are studying at the library.; एक पुस्तकालय में पढ़ाई करना; study at a library; उच्च माध्यमिक विद्यालय के विद्यार्थियों ने पुस्तकालय में पढ़ाई की|; The high school students studied in the library.; वे उच्च माध्यमिक विद्यालय के विद्यार्थी पुस्तकालय में पढ़ाई करते हैं|; The high school students study in the library.; साथ में पढ़ाई करना; study together; मैं प्रतिदिन स्कूल में और रात में तीन घंटे पढ़ाई करती हूँ|; I study every day at school, and for three hours each night.; कानून की पढ़ाई करना; study law	image_1924.jpeg	audio_1924.mp3	Recreation and Leisure	Studying a Language	
प्रश्न	question	noun	masc	प्रश्न के बारे में सोचना; think about the question; एक प्रश्न का उत्तर देना; answer a question	image_1925.jpeg	audio_1925.mp3	Recreation and Leisure	Studying a Language	
अक्षर	letter	noun	masc	अक्षरों को एकत्रित करने में मेरी सहायता कीजिये|; Help me assemble the letters.; अक्षर पी; letter p	image_1926.jpeg	audio_1926.mp3	Recreation and Leisure	Studying a Language	
आलेख	script	noun	masc	एक आलेख पढ़ना; read a script; वह आदमी आलेख पढ़ रहा है|; The man is reading the script.	image_1927.jpeg	audio_1927.mp3	Recreation and Leisure	Studying a Language	
अक्षर	character	noun	masc		image_1928.jpeg	audio_1928.mp3	Recreation and Leisure	Studying a Language	
लेखन	written composition	noun	masc		image_1929.jpeg	audio_1929.mp3	Recreation and Leisure	Studying a Language	
सुधारना	correct	verb		यह वाक्य गलत है, क्या मैं इसे सुधारू?; This sentence is wrong. Shall I correct it?	image_1930.jpeg	audio_1930.mp3	Recreation and Leisure	Studying a Language	
टिकट	ticket	noun	masc	ट्रेन में चढ़ने से पहले स्टेशन पर अपना टिकट खरीद लीजिए|; Get your ticket at the station before getting on the train.; पासपोर्ट और टिकट; passport and ticket	image_1931.jpeg	audio_1931.mp3	Recreation and Leisure	Tourism	
गाईड	guide	noun	masc	टूर गाईड; tour guide; अपने गाईड के पीछे-पीछे चलिये; follow your guide; अपरिचित स्थान पर वह गाईड आप को राह ढूँढने में मदद करेगा|; The guide will help you find your way in a strange place.	image_1932.jpeg	audio_1932.mp3	Recreation and Leisure	Tourism	
गाईड	tour guide	noun	masc	टूर गाईड; tour guide; अपने गाईड के पीछे-पीछे चलिये; follow your guide; अपरिचित स्थान पर वह गाईड आप को राह ढूँढने में मदद करेगा|; The guide will help you find your way in a strange place.	image_1933.jpeg	audio_1933.mp3	Recreation and Leisure	Tourism	
पर्यटक	tourist	noun	masc	छुट्टी पर पर्यटक; tourist on vacation; वह पर्यटक जानवरों की तसवीर खिंच रहा है|; The tourist is taking pictures of the animals.; पर्यटक स्थान; tourist destination	image_1934.jpeg	audio_1934.mp3	Recreation and Leisure	Tourism	
गाइडबुक	guidebook	noun	masc	नक्षे के साथ गाइडबुक; guidebook with a map; अपनी गाइडबुक पढ़ो; read your guidebook; एक गाइड बुक आपके सफर के लिए उपयोगी जानकारी देगा|; A guidebook will give you helpful information for your trip.	image_1935.jpeg	audio_1935.mp3	Recreation and Leisure	Tourism	
टूर बस	tour bus	noun	masc	टूर बस से सफर करना; travel by tour bus; एक टूर बस ग्रूप ट्रिप लेने का बढ़िया तरीका है|; A tour bus is a great way to take a group trip.	image_1936.jpeg	audio_1936.mp3	Recreation and Leisure	Tourism	
सैर करना	tour	verb		हाइकिंग सैर; hiking tour; व्हाईट हाउस की सैर; White House tour; व्हाईट हाउस की सैर बहुत मनोरंजक थी|; The White House tour was very interesting.; खंडहरों की सैर करना; tour the ruins	image_1937.jpeg	audio_1937.mp3	Recreation and Leisure	Tourism	
मंदिर	temple	noun	masc	मैंने क्योतो में मंदिरों की यात्रा की|; I toured the temples in Kyoto.; कई लोग पूजा के लिए मंदिर जाते है|; Many people go to temple for prayer.	image_1938.jpeg	audio_1938.mp3	Recreation and Leisure	Tourism	
मस्जिद	mosque	noun	masc	एक मस्जिद में मुस्लिम लोग प्रतिदिन नमाज पढ़ते है|; At a mosque, muslims pray every day.; मुहम्मद के घर का आँगन सब से पहला मस्जिद था|; The courtyard of Muhammad's home was the first mosque.	image_1939.jpeg	audio_1939.mp3	Recreation and Leisure	Tourism	
गिरजाघर	church	noun	masc	सफेद जिरजाघर; white church; कई ईसाई लोग हर रविवार को गिरजाघर जाना महत्वपूर्ण मानते है|; Many Christians feel it is important to attend church every Sunday.	image_1940.jpeg	audio_1940.mp3	Recreation and Leisure	Tourism	
मूर्ती	statue	noun	fem	न्याय की मूर्ती; Statue of Justice; शहर के चौक पर घोड़े की मूर्ती के पास मुझे मिलिए|; Meet me by the statue of the horse in the town square.	image_1941.jpeg	audio_1941.mp3	Recreation and Leisure	Tourism	
झरना	waterfall	noun	masc	वह झरना सुंदर है|; The waterfall is beautiful.; वर्षा वन में एक झरना; waterfall in a rainforest; बहता हुआ झरना; flowing waterfall	image_1942.jpeg	audio_1942.mp3	Recreation and Leisure	Tourism	
महल	palace	noun	masc	विख्यात महल; famous palace; रूसी सम्राट का महल; the Czar's palace; यह देश छोड़ने से पहले हम रूस सम्राट के महल की सैर करना चाहते है|; We want to tour the czar's palace before we leave the country.	image_1943.jpeg	audio_1943.mp3	Recreation and Leisure	Tourism	
मॉल	mall	noun	masc	वह शॉपिंग मॉल लोगों से भरा है|; The mall is full of people.; शॉपिंग मॉल में घुमने जाना; visit the shopping mall; शॉपिंग मॉल; shopping mall; उस मॉल में कई प्रकार की दुकाने है|; There are a large variety of stores at the mall.	image_1944.jpeg	audio_1944.mp3	Recreation and Leisure	Tourism	
टूर गाइड	guide	noun	masc	टूर गाइड रखना; hire a tour guide; वह टूर गाइड यात्रा का संचालन कर रहा है|; The tour guide is conducting a tour.; जानकार टूर गाइड; knowledgeable tour guide; टूर गाइड को रोचक जानकारी पता होगी जो सफर का आनंद लेने में आपकी सहायता करेगी|; A tour guide will know interesting information that will help you enjoy the trip.	image_1945.jpeg	audio_1945.mp3	Recreation and Leisure	Tourism	
टूर गाइड	tour guide	noun	masc	टूर गाइड रखना; hire a tour guide; वह टूर गाइड यात्रा का संचालन कर रहा है|; The tour guide is conducting a tour.; जानकार टूर गाइड; knowledgeable tour guide; टूर गाइड को रोचक जानकारी पता होगी जो सफर का आनंद लेने में आपकी सहायता करेगी|; A tour guide will know interesting information that will help you enjoy the trip.	image_1946.jpeg	audio_1946.mp3	Recreation and Leisure	Tourism	
उद्यान	park	noun	masc	उद्यान में जाना; go to the park; वह जोड़ा उद्यान में चल रहा है|; The couple is walking in the park.; एक खेल के मैदान के साथ उद्यान; park with a playground; वह लड़का उद्यान में पुस्तक पढ़ रहा है|; The boy is reading a book in the park.	image_1947.jpeg	audio_1947.mp3	Recreation and Leisure	Tourism	
बगीचा	garden	noun	masc	मुझे एक बगीचे के साथ घर खरीदना है|; I want to buy a house with a garden.	image_1948.jpeg	audio_1948.mp3	Recreation and Leisure	Tourism	
यात्राक्रम	itinerary	noun	masc	आज का यात्राक्रम|; This is today's itinerary.; एक यात्राक्रम से आप को किस समय कहाँ जाना है इसकी जानकारी मिल सकती है|; Your itinerary will tell you where to be at what time.	image_1949.jpeg	audio_1949.mp3	Recreation and Leisure	Tourism	
पासपोर्ट	passport	noun	masc	कृपया पासपोर्ट और टिकट दीजिए|; Passport and ticket, please.; क्या आपके पास पासपोर्ट है?; Do you have a passport?; मेरे पास पासपोर्ट है|; I have a passport.; अमरीका का पासपोर्ट; American passport; पासपोर्ट स्टैम्प; passport stamp	image_1950.jpeg	audio_1950.mp3	Recreation and Leisure	Travel	
निर्वचक	interpreter	noun	masc	हमें एक निर्वचक चाहिए|; We need an interpreter.; निर्वचक का बूथ; interpreter booth	image_1951.jpeg	audio_1951.mp3	Recreation and Leisure	Travel	
जानकारी	information	noun	masc	मैं इंटरनेट से जानकारी इकठ्ठा करती हूँ|; I gather information from the Internet.	image_1952.jpeg	audio_1952.mp3	Recreation and Leisure	Travel	
मार्ग	directions	noun	masc	मार्ग दर्शन पूछना; ask for directions	image_1953.jpeg	audio_1953.mp3	Recreation and Leisure	Travel	
पर्यटक आकर्षण	tourist attraction				image_1954.jpeg	audio_1954.mp3	Recreation and Leisure	Travel	
गाईड	guide	noun	masc	टूर गाईड; tour guide; अपने गाईड के पीछे-पीछे चलिये; follow your guide; अपरिचित स्थान पर वह गाईड आप को राह ढूँढने में मदद करेगा|; The guide will help you find your way in a strange place.	image_1955.jpeg	audio_1955.mp3	Recreation and Leisure	Travel	
गाईड	tour guide	noun	masc	टूर गाईड; tour guide; अपने गाईड के पीछे-पीछे चलिये; follow your guide; अपरिचित स्थान पर वह गाईड आप को राह ढूँढने में मदद करेगा|; The guide will help you find your way in a strange place.	image_1956.jpeg	audio_1956.mp3	Recreation and Leisure	Travel	
नक़्शा	map	noun	masc	जीपीएस नक्षा; GPS map; नक्षा पढ़ो; read the map; अपनी मंज़िल तक की राह ढूँढने के लिए नक्षा देखो|; Check the map to find your way to your destination.; नक्षे के साथ गाइडबुक; guidebook with a map	image_1957.jpeg	audio_1957.mp3	Recreation and Leisure	Travel	
व्यवस्था करना	arrange	verb		रहने की व्यवस्था करना; arrange for lodging; पहले से रहने की व्यवस्था निश्चित कीजिये|; Make sure you arrange for lodging in advance.	image_1958.jpeg	audio_1958.mp3	Recreation and Leisure	Travel	
सूटकेस	suitcase	noun	masc	सूटकेस बाँधना; pack a suitcase; पहियों के साथ सूटकेस; suitcase with wheels; सूटकेस तैयार करना; prepare a suitcase; कीमती वतुएँ अपनी सूटकेस में मत छोड़ना|; Do not leave valuables in your suitcase.	image_1959.jpeg	audio_1959.mp3	Recreation and Leisure	Travel	
पर्यटक	tourist	noun	masc	छुट्टी पर पर्यटक; tourist on vacation; वह पर्यटक जानवरों की तसवीर खिंच रहा है|; The tourist is taking pictures of the animals.; पर्यटक स्थान; tourist destination	image_1960.jpeg	audio_1960.mp3	Recreation and Leisure	Travel	
गाइडबुक	guidebook	noun	masc	नक्षे के साथ गाइडबुक; guidebook with a map; अपनी गाइडबुक पढ़ो; read your guidebook; एक गाइड बुक आपके सफर के लिए उपयोगी जानकारी देगा|; A guidebook will give you helpful information for your trip.	image_1961.jpeg	audio_1961.mp3	Recreation and Leisure	Travel	
टूर बस	tour bus	noun	masc	टूर बस से सफर करना; travel by tour bus; एक टूर बस ग्रूप ट्रिप लेने का बढ़िया तरीका है|; A tour bus is a great way to take a group trip.	image_1962.jpeg	audio_1962.mp3	Recreation and Leisure	Travel	
सैर करना	tour	verb		हाइकिंग सैर; hiking tour; व्हाईट हाउस की सैर; White House tour; व्हाईट हाउस की सैर बहुत मनोरंजक थी|; The White House tour was very interesting.; खंडहरों की सैर करना; tour the ruins	image_1963.jpeg	audio_1963.mp3	Recreation and Leisure	Travel	
ट्रेवल एजेंसी	travel agency			एक ट्रेवल एजंट एक ट्रेवल एजंसी में; travel agent at a travel agency; ट्रेवल एजंसी और ट्रेवल एजंट; travel agency and travel agent	image_1964.jpeg	audio_1964.mp3	Recreation and Leisure	Travel	
गमन	exit	noun	masc	आपात स्थिति गमन; emergency exit; गमन द्वार कहाँ है?; Where is the exit?; गमन चिन्ह; exit sign	image_1965.jpeg	audio_1965.mp3	Recreation and Leisure	Travel	
प्रवेश द्वार	entrance	noun	masc	वह लड़की प्रवेश द्वार की ओर बढ़ रही है|; The girl is moving toward the entrance.; प्रवेश द्वार कहाँ है?; Where is the entrance?; हवाई जहाज़ पे चढ़ने का प्रवेश द्वार; airplane boarding entrance; टूर गाइड से होटल के प्रवेश द्वार पे मिलो|; Meet your tour guide at the entrance to the hotel.	image_1966.jpeg	audio_1966.mp3	Recreation and Leisure	Travel	
दर्शनीय स्थलों की यात्रा करना	go sightseeing			दर्शनीय स्थलों की यात्रा के लिए समय निकालना; take time to go sightseeing	image_1967.jpeg	audio_1967.mp3	Recreation and Leisure	Travel	
दर्शनीय स्थलों की यात्रा करना	sightsee			दर्शनीय स्थलों की यात्रा के लिए समय निकालना; take time to go sightseeing	image_1968.jpeg	audio_1968.mp3	Recreation and Leisure	Travel	
साथ जाना	accompany	verb		मेरे साथ चलिये; accompany me; अकेले सफर करने के बदले किसी के साथ जाना ज़यादा मज़ेदार होता है|; It is more fun to accompany someone than to travel alone.	image_1969.jpeg	audio_1969.mp3	Recreation and Leisure	Travel	
टूर गाइड	guide	noun	masc	टूर गाइड रखना; hire a tour guide; वह टूर गाइड यात्रा का संचालन कर रहा है|; The tour guide is conducting a tour.; जानकार टूर गाइड; knowledgeable tour guide; टूर गाइड को रोचक जानकारी पता होगी जो सफर का आनंद लेने में आपकी सहायता करेगी|; A tour guide will know interesting information that will help you enjoy the trip.	image_1970.jpeg	audio_1970.mp3	Recreation and Leisure	Travel	
टूर गाइड	tour guide	noun	masc	टूर गाइड रखना; hire a tour guide; वह टूर गाइड यात्रा का संचालन कर रहा है|; The tour guide is conducting a tour.; जानकार टूर गाइड; knowledgeable tour guide; टूर गाइड को रोचक जानकारी पता होगी जो सफर का आनंद लेने में आपकी सहायता करेगी|; A tour guide will know interesting information that will help you enjoy the trip.	image_1971.jpeg	audio_1971.mp3	Recreation and Leisure	Travel	
रिजर्वेशन	reservation	noun	masc	शाम के आठ बजे का रिज़र्वेशन; reservation for 8 PM; क्या आपके पास रिज़र्वेशन है?; Do you have a reservation?; तीन लोगों के लिए रिज़र्वेशन; reservation for three	image_1972.jpeg	audio_1972.mp3	Recreation and Leisure	Travel	
घूमना	traveling	noun	masc	लंबी दूरी पर घूमना; long-distance traveling; घूमना उस आदमी का शौक है|; The man's hobby is traveling.	image_1973.jpeg	audio_1973.mp3	Recreation and Leisure	Travel	
यात्राक्रम	itinerary	noun	masc	आज का यात्राक्रम|; This is today's itinerary.; एक यात्राक्रम से आप को किस समय कहाँ जाना है इसकी जानकारी मिल सकती है|; Your itinerary will tell you where to be at what time.	image_1974.jpeg	audio_1974.mp3	Recreation and Leisure	Travel	
कार्यसूची	agenda	noun	fem		image_1975.jpeg	audio_1975.mp3	Recreation and Leisure	Travel	
पर्यटन करना	go sightseeing	verb			image_1976.jpeg	audio_1976.mp3	Recreation and Leisure	Travel	
पर्यटन करना	sightsee	verb			image_1977.jpeg	audio_1977.mp3	Recreation and Leisure	Travel	
भालू	bear	noun	masc		image_1978.jpeg	audio_1978.mp3	Recreation and Leisure	Zoo	
चिड़ियाघर	zoo		masc	एक चिड़ियाघर में जानवर; animals in a zoo; जिराफ़ एक चिड़ियाघर में एक पेड़ की पत्तियाँ खा रहे हैं।; The giraffes are eating leaves from a tree in a zoo.; हाथी का बच्चा एक चिड़िया घर में धूल से खेल रहा है।; The baby elephant is playing with dirt in a zoo.; चिड़ियाघर में आये पर्यटक जिराफ़ देख रहे हैं।; The zoo visitors are watching the giraffe.	image_1979.jpeg	audio_1979.mp3	Recreation and Leisure	Zoo	
